date_heure,libelle,montant_eur,type,categorie
2023-11-27 12:11:00,CB - Elise Vincent,50.0,Recette,Paiement client
2023-11-27 13:30:00,CB - Alice Thomas,25.0,Recette,Paiement client
2023-11-28 09:45:00,CB - Eva Durand,120.0,Recette,Paiement client
2023-11-28 10:13:00,CB - Pauline Bertrand,25.0,Recette,Paiement client
2023-11-28 11:20:00,CB - Maëlys Mercier,130.0,Recette,Paiement client
2023-11-28 13:50:00,CB - Charlotte David,100.0,Recette,Paiement client
2023-11-29 10:30:00,CB - Alice Michel,220.0,Recette,Paiement client
2023-11-29 11:00:00,CB - Lucie Girard,65.0,Recette,Paiement client
2023-11-29 12:11:00,CB - Lina Vincent,130.0,Recette,Paiement client
2023-11-29 14:35:00,CB - Sarah Vincent,100.0,Recette,Paiement client
2023-11-30 09:15:00,CB - Chloé Bernard,25.0,Recette,Paiement client
2023-11-30 09:48:00,CB - Clara Dupont,25.0,Recette,Paiement client
2023-11-30 11:48:00,CB - Jade Thomas,120.0,Recette,Paiement client
2023-12-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2023-12-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2023-12-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2023-12-02 10:25:00,CB - Eva Fournier,75.0,Recette,Paiement client
2023-12-02 11:28:00,CB - Zoé Girard,25.0,Recette,Paiement client
2023-12-04 09:00:00,Achats consommables,-44.47,Charge,Consommables
2023-12-04 09:40:00,CB - Hana Robert,110.0,Recette,Paiement client
2023-12-04 10:11:00,CB - Clara Laurent,65.0,Recette,Paiement client
2023-12-04 10:54:00,CB - Margaux Richard,75.0,Recette,Paiement client
2023-12-04 12:18:00,CB - Océane Thomas,150.0,Recette,Paiement client
2023-12-04 13:45:00,CB - Charlotte Robert,90.0,Recette,Paiement client
2023-12-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2023-12-05 09:15:00,CB - Nina Thomas,50.0,Recette,Paiement client
2023-12-06 10:00:00,CB - Charlotte Simon,150.0,Recette,Paiement client
2023-12-06 11:46:00,CB - Maya Lambert,220.0,Recette,Paiement client
2023-12-07 10:15:00,CB - Maëlys Michel,180.0,Recette,Paiement client
2023-12-08 10:32:00,CB - Nina Mercier,120.0,Recette,Paiement client
2023-12-09 10:15:00,CB - Elise David,25.0,Recette,Paiement client
2023-12-09 11:07:00,CB - Clara Petit,100.0,Recette,Paiement client
2023-12-09 12:52:00,CB - Nina Bernard,220.0,Recette,Paiement client
2023-12-10 09:00:00,Électricité,-120.0,Charge,Énergie
2023-12-11 09:00:00,Achats consommables,-31.95,Charge,Consommables
2023-12-11 09:20:00,CB - Manon Michel,65.0,Recette,Paiement client
2023-12-11 10:21:00,CB - Zoé Morel,130.0,Recette,Paiement client
2023-12-11 11:09:00,CB - Léa Thomas,75.0,Recette,Paiement client
2023-12-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2023-12-12 09:40:00,CB - Chloé Petit,110.0,Recette,Paiement client
2023-12-12 10:24:00,CB - Léa Dubois,75.0,Recette,Paiement client
2023-12-13 09:45:00,CB - Anaïs Petit,120.0,Recette,Paiement client
2023-12-13 10:41:00,CB - Clara Fournier,100.0,Recette,Paiement client
2023-12-14 09:20:00,CB - Inès Petit,65.0,Recette,Paiement client
2023-12-14 10:08:00,CB - Julie Garcia,75.0,Recette,Paiement client
2023-12-14 10:51:00,CB - Clara Bernard,75.0,Recette,Paiement client
2023-12-14 11:25:00,CB - Agathe Leroy,25.0,Recette,Paiement client
2023-12-15 09:00:00,Entretien machine électrolyse,-250.0,Charge,Maintenance
2023-12-15 09:15:00,CB - Emma Bernard,50.0,Recette,Paiement client
2023-12-15 10:24:00,CB - Louise Bertrand,140.0,Recette,Paiement client
2023-12-16 11:15:00,CB - Océane Vincent,180.0,Recette,Paiement client
2023-12-18 09:00:00,Achats consommables,-39.92,Charge,Consommables
2023-12-18 09:25:00,CB - Charlotte Robert,75.0,Recette,Paiement client
2023-12-18 09:54:00,CB - Zoé Garcia,50.0,Recette,Paiement client
2023-12-18 10:38:00,CB - Elise Thomas,90.0,Recette,Paiement client
2023-12-18 11:18:00,CB - Zoé Vincent,90.0,Recette,Paiement client
2023-12-19 09:30:00,CB - Manon Fournier,90.0,Recette,Paiement client
2023-12-19 10:05:00,CB - Clara Lefèvre,75.0,Recette,Paiement client
2023-12-20 09:30:00,CB - Elise André,90.0,Recette,Paiement client
2023-12-21 09:40:00,CB - Clara Legrand,110.0,Recette,Paiement client
2023-12-21 10:35:00,CB - Clara Dupont,120.0,Recette,Paiement client
2023-12-21 11:08:00,CB - Léa Lambert,50.0,Recette,Paiement client
2023-12-21 12:13:00,CB - Maya Simon,130.0,Recette,Paiement client
2023-12-22 09:15:00,CB - Clara André,25.0,Recette,Paiement client
2023-12-22 10:21:00,CB - Lina Vincent,130.0,Recette,Paiement client
2023-12-23 10:30:00,CB - Léa Morel,90.0,Recette,Paiement client
2023-12-23 11:28:00,CB - Julie Leroy,120.0,Recette,Paiement client
2023-12-23 12:04:00,CB - Chloé Fournier,75.0,Recette,Paiement client
2023-12-25 09:00:00,Achats consommables,-26.81,Charge,Consommables
2023-12-25 09:25:00,CB - Marine Bertrand,75.0,Recette,Paiement client
2023-12-26 10:29:00,CB - Zoé Dubois,120.0,Recette,Paiement client
2023-12-28 09:30:00,CB - Chloé Garcia,90.0,Recette,Paiement client
2023-12-28 10:26:00,CB - Maëlys Mercier,120.0,Recette,Paiement client
2023-12-29 10:00:00,CB - Alice Michel,150.0,Recette,Paiement client
2023-12-29 11:55:00,CB - Inès Mercier,90.0,Recette,Paiement client
2023-12-29 15:50:00,CB - Maya Lambert,220.0,Recette,Paiement client
2023-12-29 16:57:00,CB - Charlotte Simon,130.0,Recette,Paiement client
2023-12-30 11:55:00,CB - Charlotte David,90.0,Recette,Paiement client
2023-12-30 12:57:00,CB - Jade Thomas,110.0,Recette,Paiement client
2024-01-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2024-01-01 09:00:00,Achats consommables,-50.07,Charge,Consommables
2024-01-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2024-01-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2024-01-01 09:20:00,CB - Clara Laurent,65.0,Recette,Paiement client
2024-01-01 10:15:00,CB - Emma Bertrand,120.0,Recette,Paiement client
2024-01-01 11:26:00,CB - Alice Thomas,150.0,Recette,Paiement client
2024-01-02 09:45:00,CB - Pauline Bertrand,120.0,Recette,Paiement client
2024-01-02 10:28:00,CB - Marine Garcia,90.0,Recette,Paiement client
2024-01-02 11:12:00,CB - Eva Durand,75.0,Recette,Paiement client
2024-01-02 11:47:00,CB - Margaux Richard,75.0,Recette,Paiement client
2024-01-02 13:30:00,CB - Lucie Francois,25.0,Recette,Paiement client
2024-01-03 09:30:00,CB - Sarah Vincent,90.0,Recette,Paiement client
2024-01-03 11:04:00,CB - Nina Bernard,180.0,Recette,Paiement client
2024-01-04 10:00:00,CB - Chloé Bernard,150.0,Recette,Paiement client
2024-01-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2024-01-05 09:15:00,CB - Emma Mercier,25.0,Recette,Paiement client
2024-01-05 10:22:00,CB - Elise Vincent,50.0,Recette,Paiement client
2024-01-05 10:54:00,CB - Zoé Leroy,25.0,Recette,Paiement client
2024-01-05 11:53:00,CB - Hana Robert,120.0,Recette,Paiement client
2024-01-05 13:50:00,CB - Jade Girard,100.0,Recette,Paiement client
2024-01-06 11:30:00,CB - Zoé Girard,220.0,Recette,Paiement client
2024-01-08 09:00:00,Achats consommables,-24.02,Charge,Consommables
2024-01-08 09:20:00,CB - Lucie Girard,65.0,Recette,Paiement client
2024-01-08 10:21:00,CB - Louise Bertrand,120.0,Recette,Paiement client
2024-01-08 11:26:00,CB - Zoé Morel,140.0,Recette,Paiement client
2024-01-08 11:52:00,CB - Eva Fournier,50.0,Recette,Paiement client
2024-01-09 09:45:00,CB - Chloé Petit,120.0,Recette,Paiement client
2024-01-09 10:13:00,CB - Noémie Bernard,25.0,Recette,Paiement client
2024-01-09 10:58:00,CB - Nina Mercier,100.0,Recette,Paiement client
2024-01-10 09:00:00,Électricité,-120.0,Charge,Énergie
2024-01-10 09:35:00,CB - Elise Thomas,100.0,Recette,Paiement client
2024-01-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2024-01-13 10:40:00,CB - Clara Dupont,110.0,Recette,Paiement client
2024-01-13 11:15:00,CB - Nina Thomas,65.0,Recette,Paiement client
2024-01-15 09:00:00,Achats consommables,-48.26,Charge,Consommables
2024-01-15 09:55:00,CB - Amina Bertrand,140.0,Recette,Paiement client
2024-01-15 10:51:00,CB - Anaïs Petit,110.0,Recette,Paiement client
2024-01-15 11:34:00,CB - Clara Petit,75.0,Recette,Paiement client
2024-01-15 12:05:00,CB - Anaïs Richard,25.0,Recette,Paiement client
2024-01-15 13:30:00,CB - Zoé Robert,25.0,Recette,Paiement client
2024-01-16 09:35:00,CB - Lina Vincent,100.0,Recette,Paiement client
2024-01-16 10:09:00,CB - Océane Michel,25.0,Recette,Paiement client
2024-01-17 10:37:00,CB - Océane Vincent,150.0,Recette,Paiement client
2024-01-18 09:35:00,CB - Léa Dubois,100.0,Recette,Paiement client
2024-01-18 10:15:00,CB - Agathe Leroy,90.0,Recette,Paiement client
2024-01-18 10:56:00,CB - Inès Petit,75.0,Recette,Paiement client
2024-01-20 10:45:00,CB - Maya Simon,120.0,Recette,Paiement client
2024-01-22 09:00:00,Achats consommables,-83.9,Charge,Consommables
2024-01-22 09:25:00,CB - Charlotte Robert,75.0,Recette,Paiement client
2024-01-22 09:55:00,CB - Manon Michel,50.0,Recette,Paiement client
2024-01-22 10:43:00,CB - Zoé Garcia,90.0,Recette,Paiement client
2024-01-22 11:51:00,CB - Maëlys André,140.0,Recette,Paiement client
2024-01-22 14:03:00,CB - Julie Garcia,50.0,Recette,Paiement client
2024-01-22 14:40:00,CB - Clara Bernard,75.0,Recette,Paiement client
2024-01-22 16:06:00,CB - Clara Legrand,110.0,Recette,Paiement client
2024-01-23 09:50:00,CB - Marine Bertrand,130.0,Recette,Paiement client
2024-01-23 10:37:00,CB - Manon Fournier,90.0,Recette,Paiement client
2024-01-23 11:04:00,CB - Lucie Lefèvre,25.0,Recette,Paiement client
2024-01-23 14:30:00,CB - Maya Lambert,180.0,Recette,Paiement client
2024-01-23 14:52:00,CB - Clara Lefèvre,35.0,Recette,Paiement client
2024-01-23 16:08:00,CB - Charlotte Simon,150.0,Recette,Paiement client
2024-01-23 16:50:00,CB - Emma Bernard,75.0,Recette,Paiement client
2024-01-24 10:00:00,CB - Alice Thomas,150.0,Recette,Paiement client
2024-01-24 11:05:00,CB - Maëlys Michel,120.0,Recette,Paiement client
2024-01-24 11:40:00,CB - Elise André,65.0,Recette,Paiement client
2024-01-25 09:45:00,CB - Pauline Bertrand,120.0,Recette,Paiement client
2024-01-25 10:13:00,CB - Pauline Petit,25.0,Recette,Paiement client
2024-01-25 11:13:00,CB - Julie Leroy,120.0,Recette,Paiement client
2024-01-25 12:16:00,CB - Océane Thomas,130.0,Recette,Paiement client
2024-01-25 13:40:00,CB - Chloé Fournier,75.0,Recette,Paiement client
2024-01-26 09:25:00,CB - Inès Mercier,75.0,Recette,Paiement client
2024-01-26 10:51:00,CB - Clara André,180.0,Recette,Paiement client
2024-01-27 10:40:00,CB - Chloé Bernard,110.0,Recette,Paiement client
2024-01-27 12:10:00,CB - Zoé Dubois,110.0,Recette,Paiement client
2024-01-29 09:00:00,Achats consommables,-36.96,Charge,Consommables
2024-01-29 09:10:00,CB - Charlotte Robert,35.0,Recette,Paiement client
2024-01-29 09:37:00,CB - Léa Lambert,50.0,Recette,Paiement client
2024-01-29 11:23:00,CB - Zoé Girard,220.0,Recette,Paiement client
2024-01-29 12:19:00,CB - Maëlys Mercier,100.0,Recette,Paiement client
2024-01-29 13:25:00,CB - Clara Laurent,35.0,Recette,Paiement client
2024-01-30 09:30:00,CB - Marine Garcia,90.0,Recette,Paiement client
2024-01-31 09:45:00,CB - Jade Thomas,120.0,Recette,Paiement client
2024-02-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2024-02-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2024-02-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2024-02-01 09:25:00,CB - Léa Vincent,75.0,Recette,Paiement client
2024-02-01 10:23:00,CB - Louise Bertrand,110.0,Recette,Paiement client
2024-02-01 10:59:00,CB - Amina Bonnet,25.0,Recette,Paiement client
2024-02-02 09:30:00,CB - Margaux Richard,90.0,Recette,Paiement client
2024-02-03 10:10:00,CB - Charlotte David,35.0,Recette,Paiement client
2024-02-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2024-02-05 09:00:00,Achats consommables,-48.61,Charge,Consommables
2024-02-05 09:45:00,CB - Chloé Garcia,35.0,Recette,Paiement client
2024-02-05 10:39:00,CB - Emma Bertrand,110.0,Recette,Paiement client
2024-02-05 11:53:00,CB - Elise David,140.0,Recette,Paiement client
2024-02-05 12:18:00,CB - Nina Bonnet,25.0,Recette,Paiement client
2024-02-06 09:45:00,CB - Zoé Morel,120.0,Recette,Paiement client
2024-02-06 11:00:00,CB - Lucie Francois,150.0,Recette,Paiement client
2024-02-07 09:45:00,CB - Clara Dupont,120.0,Recette,Paiement client
2024-02-08 09:35:00,CB - Eva Durand,100.0,Recette,Paiement client
2024-02-08 10:10:00,CB - Chloé Petit,75.0,Recette,Paiement client
2024-02-09 09:20:00,CB - Sarah Vincent,65.0,Recette,Paiement client
2024-02-09 10:00:00,CB - Agathe David,90.0,Recette,Paiement client
2024-02-09 10:47:00,CB - Zoé Leroy,100.0,Recette,Paiement client
2024-02-09 11:35:00,CB - Hana Robert,90.0,Recette,Paiement client
2024-02-09 14:00:00,CB - Emma Mercier,120.0,Recette,Paiement client
2024-02-10 09:00:00,Électricité,-120.0,Charge,Énergie
2024-02-10 10:10:00,CB - Amina Roux,35.0,Recette,Paiement client
2024-02-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2024-02-12 09:00:00,Achats consommables,-30.25,Charge,Consommables
2024-02-12 09:45:00,CB - Amina Bertrand,120.0,Recette,Paiement client
2024-02-12 10:21:00,CB - Jade Girard,65.0,Recette,Paiement client
2024-02-13 09:20:00,CB - Léa Fournier,65.0,Recette,Paiement client
2024-02-13 10:10:00,CB - Lina Vincent,110.0,Recette,Paiement client
2024-02-13 10:42:00,CB - Noémie Thomas,25.0,Recette,Paiement client
2024-02-13 11:22:00,CB - Nina Mercier,90.0,Recette,Paiement client
2024-02-13 14:10:00,CB - Noémie Bernard,140.0,Recette,Paiement client
2024-02-15 09:45:00,CB - Maëlys André,120.0,Recette,Paiement client
2024-02-15 10:24:00,CB - Sarah Lambert,25.0,Recette,Paiement client
2024-02-16 09:10:00,CB - Eva Fournier,35.0,Recette,Paiement client
2024-02-16 09:30:00,CB - Elise Vincent,25.0,Recette,Paiement client
2024-02-19 09:00:00,Achats consommables,-80.73,Charge,Consommables
2024-02-19 09:50:00,CB - Alice Thomas,130.0,Recette,Paiement client
2024-02-19 11:15:00,CB - Clara André,180.0,Recette,Paiement client
2024-02-19 11:56:00,CB - Charlotte Robert,75.0,Recette,Paiement client
2024-02-19 13:50:00,CB - Anaïs Petit,100.0,Recette,Paiement client
2024-02-19 16:04:00,CB - Zoé Robert,280.0,Recette,Paiement client
2024-02-19 16:48:00,CB - Pauline Bertrand,90.0,Recette,Paiement client
2024-02-19 17:59:00,CB - Anaïs Richard,150.0,Recette,Paiement client
2024-02-20 09:45:00,CB - Charlotte Simon,120.0,Recette,Paiement client
2024-02-20 10:11:00,CB - Louise Francois,25.0,Recette,Paiement client
2024-02-20 11:36:00,CB - Maya Lambert,180.0,Recette,Paiement client
2024-02-20 12:14:00,CB - Océane Michel,75.0,Recette,Paiement client
2024-02-21 09:50:00,CB - Océane Vincent,130.0,Recette,Paiement client
2024-02-21 10:40:00,CB - Chloé Bernard,110.0,Recette,Paiement client
2024-02-21 11:28:00,CB - Maëlys Michel,100.0,Recette,Paiement client
2024-02-21 11:46:00,CB - Jade Thomas,25.0,Recette,Paiement client
2024-02-21 13:50:00,CB - Maya Simon,100.0,Recette,Paiement client
2024-02-21 14:21:00,CB - Clara Dupont,65.0,Recette,Paiement client
2024-02-21 14:49:00,CB - Lucie Vincent,25.0,Recette,Paiement client
2024-02-23 10:15:00,CB - Zoé Girard,180.0,Recette,Paiement client
2024-02-23 11:21:00,CB - Inès David,25.0,Recette,Paiement client
2024-02-23 14:05:00,CB - Océane Thomas,130.0,Recette,Paiement client
2024-02-23 14:37:00,CB - Clara Petit,65.0,Recette,Paiement client
2024-02-24 10:30:00,CB - Marine Bertrand,90.0,Recette,Paiement client
2024-02-24 10:56:00,CB - Nina Thomas,50.0,Recette,Paiement client
2024-02-24 11:27:00,CB - Inès Petit,50.0,Recette,Paiement client
2024-02-26 09:00:00,Achats consommables,-66.33,Charge,Consommables
2024-02-26 09:20:00,CB - Inès Mercier,65.0,Recette,Paiement client
2024-02-26 10:00:00,CB - Clara Legrand,90.0,Recette,Paiement client
2024-02-26 10:41:00,CB - Léa Dubois,75.0,Recette,Paiement client
2024-02-27 09:55:00,CB - Camille David,140.0,Recette,Paiement client
2024-02-27 11:11:00,CB - Lucie Lefèvre,150.0,Recette,Paiement client
2024-02-27 11:47:00,CB - Zoé Garcia,65.0,Recette,Paiement client
2024-02-27 14:00:00,CB - Agathe Dubois,120.0,Recette,Paiement client
2024-02-28 09:15:00,CB - Zoé Vincent,50.0,Recette,Paiement client
2024-02-29 09:15:00,CB - Clara Laurent,50.0,Recette,Paiement client
2024-02-29 09:38:00,CB - Clara Lefèvre,35.0,Recette,Paiement client
2024-02-29 11:24:00,CB - Marine Garcia,75.0,Recette,Paiement client
2024-02-29 12:14:00,CB - Julie Leroy,100.0,Recette,Paiement client
2024-02-29 13:50:00,CB - Louise Bertrand,100.0,Recette,Paiement client
2024-02-29 15:24:00,CB - Pauline Petit,110.0,Recette,Paiement client
2024-02-29 15:51:00,CB - Chloé Fournier,50.0,Recette,Paiement client
2024-03-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2024-03-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2024-03-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2024-03-01 09:50:00,CB - Elise David,130.0,Recette,Paiement client
2024-03-01 10:59:00,CB - Nina Bernard,140.0,Recette,Paiement client
2024-03-02 10:35:00,CB - Zoé Dubois,100.0,Recette,Paiement client
2024-03-04 09:00:00,Achats consommables,-28.9,Charge,Consommables
2024-03-04 09:50:00,CB - Emma Mercier,130.0,Recette,Paiement client
2024-03-04 12:11:00,CB - Julie Garcia,35.0,Recette,Paiement client
2024-03-04 13:30:00,CB - Léa Morel,50.0,Recette,Paiement client
2024-03-04 14:10:00,CB - Maëlys Mercier,90.0,Recette,Paiement client
2024-03-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2024-03-05 09:45:00,CB - Alice Michel,120.0,Recette,Paiement client
2024-03-05 10:11:00,CB - Emma Bernard,35.0,Recette,Paiement client
2024-03-06 09:55:00,CB - Agathe Leroy,65.0,Recette,Paiement client
2024-03-06 10:25:00,CB - Chloé Richard,25.0,Recette,Paiement client
2024-03-06 11:07:00,CB - Jade Thomas,75.0,Recette,Paiement client
2024-03-07 10:15:00,CB - Amina Bonnet,180.0,Recette,Paiement client
2024-03-07 11:31:00,CB - Noémie Bernard,140.0,Recette,Paiement client
2024-03-09 10:35:00,CB - Zoé Morel,100.0,Recette,Paiement client
2024-03-10 09:00:00,Électricité,-120.0,Charge,Énergie
2024-03-11 09:00:00,Achats consommables,-52.22,Charge,Consommables
2024-03-11 11:00:00,CB - Nina Bonnet,280.0,Recette,Paiement client
2024-03-11 11:27:00,CB - Léa Vincent,50.0,Recette,Paiement client
2024-03-11 11:55:00,CB - Léa Lambert,35.0,Recette,Paiement client
2024-03-11 12:23:00,CB - Charlotte David,50.0,Recette,Paiement client
2024-03-11 13:45:00,CB - Chloé Petit,90.0,Recette,Paiement client
2024-03-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2024-03-12 09:15:00,CB - Jade Robert,25.0,Recette,Paiement client
2024-03-12 10:07:00,CB - Agathe David,100.0,Recette,Paiement client
2024-03-12 10:41:00,CB - Julie Moreau,25.0,Recette,Paiement client
2024-03-13 09:35:00,CB - Emma Bertrand,100.0,Recette,Paiement client
2024-03-13 14:05:00,CB - Anaïs Richard,130.0,Recette,Paiement client
2024-03-14 10:50:00,CB - Clara André,150.0,Recette,Paiement client
2024-03-14 11:28:00,CB - Océane Michel,75.0,Recette,Paiement client
2024-03-14 12:12:00,CB - Lina Vincent,90.0,Recette,Paiement client
2024-03-15 09:00:00,Entretien machine électrolyse,-250.0,Charge,Maintenance
2024-03-18 09:00:00,Achats consommables,-72.67,Charge,Consommables
2024-03-18 09:20:00,CB - Hana Robert,65.0,Recette,Paiement client
2024-03-18 10:23:00,CB - Alice Thomas,120.0,Recette,Paiement client
2024-03-18 11:00:00,CB - Eva Durand,75.0,Recette,Paiement client
2024-03-18 11:27:00,CB - Maya Lefèvre,25.0,Recette,Paiement client
2024-03-18 13:50:00,CB - Pauline Bertrand,100.0,Recette,Paiement client
2024-03-18 14:26:00,CB - Chloé Garcia,65.0,Recette,Paiement client
2024-03-19 09:20:00,CB - Charlotte Robert,65.0,Recette,Paiement client
2024-03-19 10:25:00,CB - Noémie Thomas,130.0,Recette,Paiement client
2024-03-19 10:50:00,CB - Sarah Vincent,50.0,Recette,Paiement client
2024-03-20 09:25:00,CB - Clara Dupont,75.0,Recette,Paiement client
2024-03-20 10:33:00,CB - Chloé Bernard,130.0,Recette,Paiement client
2024-03-21 11:00:00,CB - Sarah Lambert,280.0,Recette,Paiement client
